word_form,part_of_speech,lemgram,compound,raw_frequency,relative_frequency
UNimportant,JJ,__UNDEF__,+,1,1.345377
Perfectly,RB,__UNDEF__,+,1,1.345377
swimming-webs,VBZ,__UNDEF__,+,1,1.345377
high-priority,JJ,__UNDEF__,+,1,1.345377
GONE_TO_THE_RIGHT_OR_LEFT,NP,__UNDEF__,+,1,1.345377
cod-liver,__UNDEF__,__UNDEF__,+,1,1.345377
whacking,VBG,__UNDEF__,+,1,1.345377
Grainscarce,NP,__UNDEF__,+,1,1.345377
Phidias,NP,__UNDEF__,+,1,1.345377
Velde,NP,__UNDEF__,+,1,1.345377
Grumbling,VBG,__UNDEF__,+,1,1.345377
throb,VB,__UNDEF__,+,1,1.345377
Nils_Goose-boy,NP,__UNDEF__,+,1,1.345377
fray,VBP,__UNDEF__,+,1,1.345377
misanthropic,JJ,__UNDEF__,+,1,1.345377
15_JAN_1950,W,__UNDEF__,+,1,1.345377
Sixten_Nordlander,NP,__UNDEF__,+,1,1.345377
328,Z,__UNDEF__,+,1,1.345377
elvish-looking,VBG,__UNDEF__,+,1,1.345377
"standing,",__UNDEF__,__UNDEF__,+,1,1.345377
AND_THE_DAUGHTER_OF_ANY_PRIEST,NP,__UNDEF__,+,1,1.345377
silver-framed,VBN,__UNDEF__,+,1,1.345377
depart,VBP,__UNDEF__,+,1,1.345377
aptitude,NN,__UNDEF__,+,1,1.345377
Servant,NN,__UNDEF__,+,1,1.345377
approve,VBP,__UNDEF__,+,1,1.345377
incensed,VBD,__UNDEF__,+,1,1.345377
revolver,NN,__UNDEF__,+,1,1.345377
warming,VBG,__UNDEF__,+,1,1.345377
infected,__UNDEF__,__UNDEF__,+,1,1.345377
"yes,""",__UNDEF__,__UNDEF__,+,1,1.345377
interval,NN,__UNDEF__,+,1,1.345377
affords,VBZ,__UNDEF__,+,1,1.345377
"them.""",__UNDEF__,__UNDEF__,+,1,1.345377
generate,__UNDEF__,__UNDEF__,+,1,1.345377
"""Henrik",__UNDEF__,__UNDEF__,+,1,1.345377
DanaIdean,NP,__UNDEF__,+,1,1.345377
navigation,NN,__UNDEF__,+,1,1.345377
discussed,__UNDEF__,__UNDEF__,+,1,1.345377
resentfully,RB,__UNDEF__,+,1,1.345377
rationed,VBN,__UNDEF__,+,1,1.345377
IN_UPPSALA,NP,__UNDEF__,+,1,1.345377
"There!""",__UNDEF__,__UNDEF__,+,1,1.345377
Well,__UNDEF__,__UNDEF__,+,1,1.345377
"years.""",__UNDEF__,__UNDEF__,+,1,1.345377
patched,VBN,__UNDEF__,+,1,1.345377
land-trolls,NNS,__UNDEF__,+,1,1.345377
fur-clad,VBN,__UNDEF__,+,1,1.345377
Anybody,PRP,__UNDEF__,+,1,1.345377
Bird,NN,__UNDEF__,+,1,1.345377
Praps,NP,__UNDEF__,+,1,1.345377
decorated,VBD,__UNDEF__,+,1,1.345377
water-proof,NN,__UNDEF__,+,1,1.345377
noble-hearted,VBD,__UNDEF__,+,1,1.345377
Thing,NP,__UNDEF__,+,1,1.345377
Thumbietot,__UNDEF__,__UNDEF__,+,1,1.345377
meatballs!',__UNDEF__,__UNDEF__,+,1,1.345377
dafter,JJR,__UNDEF__,+,1,1.345377
intoxicated,VBD,__UNDEF__,+,1,1.345377
registrar,NN,__UNDEF__,+,1,1.345377
Dalarne,NP,__UNDEF__,+,1,1.345377
imploded,VBN,__UNDEF__,+,1,1.345377
ourselves,__UNDEF__,__UNDEF__,+,1,1.345377
scientologists,NNS,__UNDEF__,+,1,1.345377
harriet.vanger@vangerindustries.com,NN,__UNDEF__,+,1,1.345377
curtsey,VB,__UNDEF__,+,1,1.345377
confiscating,VBG,__UNDEF__,+,1,1.345377
miller,NN,__UNDEF__,+,1,1.345377
shifting,VBG,__UNDEF__,+,1,1.345377
"'80s,",__UNDEF__,__UNDEF__,+,1,1.345377
nostril,NN,__UNDEF__,+,1,1.345377
'One,__UNDEF__,__UNDEF__,+,1,1.345377
overhang,NN,__UNDEF__,+,1,1.345377
earth-caves,NNS,__UNDEF__,+,1,1.345377
hooligans,NNS,__UNDEF__,+,1,1.345377
barricaded,VBN,__UNDEF__,+,1,1.345377
illegible,JJ,__UNDEF__,+,1,1.345377
fire-cracker,NN,__UNDEF__,+,1,1.345377
two-story,NN,__UNDEF__,+,1,1.345377
rivet,NN,__UNDEF__,+,1,1.345377
cant-hooks,NNS,__UNDEF__,+,1,1.345377
twanging,VBG,__UNDEF__,+,1,1.345377
CLEAN,NP,__UNDEF__,+,1,1.345377
PERVERT,NP,__UNDEF__,+,1,1.345377
geographical,JJ,__UNDEF__,+,1,1.345377
hovering,__UNDEF__,__UNDEF__,+,1,1.345377
nuisances,NNS,__UNDEF__,+,1,1.345377
misers,NNS,__UNDEF__,+,1,1.345377
"wrong?""",__UNDEF__,__UNDEF__,+,1,1.345377
full-blooded,VBN,__UNDEF__,+,1,1.345377
no-legs,NNS,__UNDEF__,+,1,1.345377
criticize,VBP,__UNDEF__,+,1,1.345377
membership,NN,__UNDEF__,+,1,1.345377
Repeat,NN,__UNDEF__,+,1,1.345377
Blond,JJ,__UNDEF__,+,1,1.345377
annual,__UNDEF__,__UNDEF__,+,1,1.345377
pad,NN,__UNDEF__,+,1,1.345377
Wehrmacht_News,NP,__UNDEF__,+,1,1.345377
voting.,__UNDEF__,__UNDEF__,+,1,1.345377
hardship,NN,__UNDEF__,+,1,1.345377
ship,VB,__UNDEF__,+,1,1.345377
assist,VB,__UNDEF__,+,1,1.345377
arousing,VBG,__UNDEF__,+,1,1.345377
duped,VBD,__UNDEF__,+,1,1.345377
warship,NN,__UNDEF__,+,1,1.345377
efficient,JJ,__UNDEF__,+,1,1.345377
fracture,NN,__UNDEF__,+,1,1.345377
ambition,NN,__UNDEF__,+,1,1.345377
apertures,NNS,__UNDEF__,+,1,1.345377
collaboration,NN,__UNDEF__,+,1,1.345377
Best,RBS,__UNDEF__,+,1,1.345377
Daddy,__UNDEF__,__UNDEF__,+,1,1.345377
a_hundred,W,__UNDEF__,+,1,1.345377
"complaints.""",__UNDEF__,__UNDEF__,+,1,1.345377
pharmaceutical,JJ,__UNDEF__,+,1,1.345377
Borlange,NP,__UNDEF__,+,1,1.345377
Gone,VBN,__UNDEF__,+,1,1.345377
water-pool,NN,__UNDEF__,+,1,1.345377
probe,NN,__UNDEF__,+,1,1.345377
governments,NNS,__UNDEF__,+,1,1.345377
forehead,__UNDEF__,__UNDEF__,+,1,1.345377
detested,VBN,__UNDEF__,+,1,1.345377
overhung,VBN,__UNDEF__,+,1,1.345377
die,__UNDEF__,__UNDEF__,+,1,1.345377
Slash,VB,__UNDEF__,+,1,1.345377
five-hundred,__UNDEF__,__UNDEF__,+,1,1.345377
IT_TechCent,NP,__UNDEF__,+,1,1.345377
then.,__UNDEF__,__UNDEF__,+,1,1.345377
INCAPABLE_OF_ASSIMILATING_LEARNING,NP,__UNDEF__,+,1,1.345377
Thoughtful,NP,__UNDEF__,+,1,1.345377
THE_BOY_THE_ELF,NP,__UNDEF__,+,1,1.345377
thinker,NN,__UNDEF__,+,1,1.345377
tethered,VBN,__UNDEF__,+,1,1.345377
"area,",__UNDEF__,__UNDEF__,+,1,1.345377
cmikael.blomkvist@millennium.se,VB,__UNDEF__,+,1,1.345377
humourist,__UNDEF__,__UNDEF__,+,1,1.345377
ponies;,__UNDEF__,__UNDEF__,+,1,1.345377
cereal,__UNDEF__,__UNDEF__,+,1,1.345377
treat,__UNDEF__,__UNDEF__,+,1,1.345377
inter,VB,__UNDEF__,+,1,1.345377
tableau,NN,__UNDEF__,+,1,1.345377
"part,",__UNDEF__,__UNDEF__,+,1,1.345377
parts.,__UNDEF__,__UNDEF__,+,1,1.345377
pitch-dark,JJ,__UNDEF__,+,1,1.345377
we'd,__UNDEF__,__UNDEF__,+,1,1.345377
Country,NP,__UNDEF__,+,1,1.345377
Combined,VBN,__UNDEF__,+,1,1.345377
bored!,__UNDEF__,__UNDEF__,+,1,1.345377
browsing,VBG,__UNDEF__,+,1,1.345377
flowers.,__UNDEF__,__UNDEF__,+,1,1.345377
Bonn,NP,__UNDEF__,+,1,1.345377
calcareous,JJ,__UNDEF__,+,1,1.345377
buckets,__UNDEF__,__UNDEF__,+,1,1.345377
HEDWIG,NP,__UNDEF__,+,1,1.345377
famed,VBN,__UNDEF__,+,1,1.345377
possess,VBP,__UNDEF__,+,1,1.345377
precautions,__UNDEF__,__UNDEF__,+,1,1.345377
dictating,VBG,__UNDEF__,+,1,1.345377
unskilled,JJ,__UNDEF__,+,1,1.345377
ignore.,__UNDEF__,__UNDEF__,+,1,1.345377
plotting,VBG,__UNDEF__,+,1,1.345377
part-owner,__UNDEF__,__UNDEF__,+,1,1.345377
adorned,VBN,__UNDEF__,+,1,1.345377
shattered,VBD,__UNDEF__,+,1,1.345377
Nevermore,NP,__UNDEF__,+,1,1.345377
obligingly,RB,__UNDEF__,+,1,1.345377
duvet,NN,__UNDEF__,+,1,1.345377
pact,NN,__UNDEF__,+,1,1.345377
polecat,NN,__UNDEF__,+,1,1.345377
cutter,NN,__UNDEF__,+,1,1.345377
simmer,VB,__UNDEF__,+,1,1.345377
outlandish,JJ,__UNDEF__,+,1,1.345377
"Wednesday_,_November_ninth",W,__UNDEF__,+,1,1.345377
hatbox,NN,__UNDEF__,+,1,1.345377
blows,VBZ,__UNDEF__,+,1,1.345377
base,__UNDEF__,__UNDEF__,+,1,1.345377
MARTIN_VANGER_IS_MURDERING_WOMEN_TODAY,NP,__UNDEF__,+,1,1.345377
FAMILY_EXPRESSED_GREAT_CONCERN,NP,__UNDEF__,+,1,1.345377
alluding,VBG,__UNDEF__,+,1,1.345377
headlight,NN,__UNDEF__,+,1,1.345377
prised,VBD,__UNDEF__,+,1,1.345377
"relationship,",__UNDEF__,__UNDEF__,+,1,1.345377
yowled,VBN,__UNDEF__,+,1,1.345377
Sweetie-Pie.',__UNDEF__,__UNDEF__,+,1,1.345377
incoherent,JJ,__UNDEF__,+,1,1.345377
vice_versa,RB,__UNDEF__,+,1,1.345377
diagnosis,__UNDEF__,__UNDEF__,+,1,1.345377
Carina_Rydberg,NP,__UNDEF__,+,1,1.345377
"seventy-seventeen,",__UNDEF__,__UNDEF__,+,1,1.345377
in,RB,__UNDEF__,+,1,1.345377
iron-moulders,VBZ,__UNDEF__,+,1,1.345377
docu-soap,NN,__UNDEF__,+,1,1.345377
dwellers,NNS,__UNDEF__,+,1,1.345377
THEN_MARTIN_VANGER,NP,__UNDEF__,+,1,1.345377
tethered,VBD,__UNDEF__,+,1,1.345377
Zarinder,NP,__UNDEF__,+,1,1.345377
"apron,",__UNDEF__,__UNDEF__,+,1,1.345377
fourteen.,__UNDEF__,__UNDEF__,+,1,1.345377
sautéed,VBD,__UNDEF__,+,1,1.345377
ten_inches,Zu,__UNDEF__,+,1,1.345377
V.C.R.,NP,__UNDEF__,+,1,1.345377
whiplash,NN,__UNDEF__,+,1,1.345377
scarcely,__UNDEF__,__UNDEF__,+,1,1.345377
reversed,VBN,__UNDEF__,+,1,1.345377
Mock_Turtle_Soup,NP,__UNDEF__,+,1,1.345377
cheerful;,__UNDEF__,__UNDEF__,+,1,1.345377
first-rate,NN,__UNDEF__,+,1,1.345377
authorise,VB,__UNDEF__,+,1,1.345377
quizzical,JJ,__UNDEF__,+,1,1.345377
mercilessly,RB,__UNDEF__,+,1,1.345377
Alice.),__UNDEF__,__UNDEF__,+,1,1.345377
Like,NP,__UNDEF__,+,1,1.345377
"trip.""",__UNDEF__,__UNDEF__,+,1,1.345377
h,NN,__UNDEF__,+,1,1.345377
appreciate,VBP,__UNDEF__,+,1,1.345377
Sonny_Magnusson,NP,__UNDEF__,+,1,1.345377
"Bye-bye!""",__UNDEF__,__UNDEF__,+,1,1.345377
advocates,NNS,__UNDEF__,+,1,1.345377
pull,__UNDEF__,__UNDEF__,+,1,1.345377
VERSCHWUNDEN,NP,__UNDEF__,+,1,1.345377
THE_SAME_DAY,NP,__UNDEF__,+,1,1.345377
"creatures,",__UNDEF__,__UNDEF__,+,1,1.345377
overjoyed,VBD,__UNDEF__,+,1,1.345377
poisoning,VBG,__UNDEF__,+,1,1.345377
clear,__UNDEF__,__UNDEF__,+,1,1.345377
sparkle,VBP,__UNDEF__,+,1,1.345377
day-by-day,NN,__UNDEF__,+,1,1.345377
saves,__UNDEF__,__UNDEF__,+,1,1.345377
POMMES_DE_TERRE,NP,__UNDEF__,+,1,1.345377
Fascinated,VBN,__UNDEF__,+,1,1.345377
verge,__UNDEF__,__UNDEF__,+,1,1.345377
330_pounds,Zm,__UNDEF__,+,1,1.345377
Drive,NN,__UNDEF__,+,1,1.345377
Toy_Museum,NP,__UNDEF__,+,1,1.345377
"think.""",__UNDEF__,__UNDEF__,+,1,1.345377
antidote,NN,__UNDEF__,+,1,1.345377
hunts,NNS,__UNDEF__,+,1,1.345377
flushes,VBZ,__UNDEF__,+,1,1.345377
ferns,NNS,__UNDEF__,+,1,1.345377
Nordic_National_Party,NP,__UNDEF__,+,1,1.345377
regurgitate,VB,__UNDEF__,+,1,1.345377
chance,__UNDEF__,__UNDEF__,+,1,1.345377
blockhead,NN,__UNDEF__,+,1,1.345377
shuffles,NNS,__UNDEF__,+,1,1.345377
opened,__UNDEF__,__UNDEF__,+,1,1.345377
house-room,NN,__UNDEF__,+,1,1.345377
massaged,VBD,__UNDEF__,+,1,1.345377
manipulated,VBD,__UNDEF__,+,1,1.345377
remaking,VBG,__UNDEF__,+,1,1.345377
cut-up,NN,__UNDEF__,+,1,1.345377
rib.,__UNDEF__,__UNDEF__,+,1,1.345377
geese,__UNDEF__,__UNDEF__,+,1,1.345377
antiquity,NN,__UNDEF__,+,1,1.345377
angrier,NN,__UNDEF__,+,1,1.345377
shallow,VB,__UNDEF__,+,1,1.345377
Chapman,NP,__UNDEF__,+,1,1.345377
human,NN,__UNDEF__,+,1,1.345377
curt,JJ,__UNDEF__,+,1,1.345377
digestion,NN,__UNDEF__,+,1,1.345377
torso,NN,__UNDEF__,+,1,1.345377
1:15_P.M.,W,__UNDEF__,+,1,1.345377
salons,NNS,__UNDEF__,+,1,1.345377
roamed,VBN,__UNDEF__,+,1,1.345377
hostel,NN,__UNDEF__,+,1,1.345377
Speak,VB,__UNDEF__,+,1,1.345377
Aunt,NP,__UNDEF__,+,1,1.345377
AND_THE_PRIEST_SHALL_MAKE_ATONEMENT_FOR_HER,NP,__UNDEF__,+,1,1.345377
rivals,NNS,__UNDEF__,+,1,1.345377
sometime,__UNDEF__,__UNDEF__,+,1,1.345377
BEYOND_SING_THE_WOODS,NP,__UNDEF__,+,1,1.345377
phenomenon,__UNDEF__,__UNDEF__,+,1,1.345377
rejoiced,VBD,__UNDEF__,+,1,1.345377
spinning-wheel,VBP,__UNDEF__,+,1,1.345377
hearers,NNS,__UNDEF__,+,1,1.345377
new-born,VBN,__UNDEF__,+,1,1.345377
hairpins,NNS,__UNDEF__,+,1,1.345377
hardest,RBS,__UNDEF__,+,1,1.345377
arid,JJ,__UNDEF__,+,1,1.345377
swerve,VBP,__UNDEF__,+,1,1.345377
Cochran.,__UNDEF__,__UNDEF__,+,1,1.345377
news!,__UNDEF__,__UNDEF__,+,1,1.345377
"pages,",__UNDEF__,__UNDEF__,+,1,1.345377
Swiss,NP,__UNDEF__,+,1,1.345377
beforehand,__UNDEF__,__UNDEF__,+,1,1.345377
ex-billionaire,NN,__UNDEF__,+,1,1.345377
9-i,Z,__UNDEF__,+,1,1.345377
laughs,NNS,__UNDEF__,+,1,1.345377
eliminate,__UNDEF__,__UNDEF__,+,1,1.345377
Marieberg,NP,__UNDEF__,+,1,1.345377
viols,NNS,__UNDEF__,+,1,1.345377
fortified,VBD,__UNDEF__,+,1,1.345377
patriots,NNS,__UNDEF__,+,1,1.345377
Jewish_Hospital,NP,__UNDEF__,+,1,1.345377
alert,VB,__UNDEF__,+,1,1.345377
"suicide.""",__UNDEF__,__UNDEF__,+,1,1.345377
apple-tart,NN,__UNDEF__,+,1,1.345377
"Dussel,",__UNDEF__,__UNDEF__,+,1,1.345377
damned,VBN,__UNDEF__,+,1,1.345377
Kill'em,NP,__UNDEF__,+,1,1.345377
cool,NN,__UNDEF__,+,1,1.345377
buckle,__UNDEF__,__UNDEF__,+,1,1.345377
wrist,NN,__UNDEF__,+,1,1.345377
King_Bard,NP,__UNDEF__,+,1,1.345377
"""We're",__UNDEF__,__UNDEF__,+,1,1.345377
cynical,JJ,__UNDEF__,+,1,1.345377
Taking,VBG,__UNDEF__,+,1,1.345377
IT_Does,NP,__UNDEF__,+,1,1.345377
gate-arch,NN,__UNDEF__,+,1,1.345377
expected:,__UNDEF__,__UNDEF__,+,1,1.345377
Grubb,NP,__UNDEF__,+,1,1.345377
consolingly,RB,__UNDEF__,+,1,1.345377
kindred,JJ,__UNDEF__,+,1,1.345377
two-legs,NNS,__UNDEF__,+,1,1.345377
Jumping,NP,__UNDEF__,+,1,1.345377
"""Lost",__UNDEF__,__UNDEF__,+,1,1.345377
contributions,NNS,__UNDEF__,+,1,1.345377
largest,__UNDEF__,__UNDEF__,+,1,1.345377
brownie,NN,__UNDEF__,+,1,1.345377
unravelling,VBG,__UNDEF__,+,1,1.345377
town-baiting,VBG,__UNDEF__,+,1,1.345377
organized,VBN,__UNDEF__,+,1,1.345377
last_Saturday,W,__UNDEF__,+,1,1.345377
Together,NP,__UNDEF__,+,1,1.345377
refuge,__UNDEF__,__UNDEF__,+,1,1.345377
OR_HAS_HE_RETREATED,NP,__UNDEF__,+,1,1.345377
ill-luck,NN,__UNDEF__,+,1,1.345377
recruiting,VBG,__UNDEF__,+,1,1.345377
D.Q.,NP,__UNDEF__,+,1,1.345377
Runners,NNS,__UNDEF__,+,1,1.345377
waving,__UNDEF__,__UNDEF__,+,1,1.345377
Roaring,VBG,__UNDEF__,+,1,1.345377
BREAKFAST,NN,__UNDEF__,+,1,1.345377
necessary.,__UNDEF__,__UNDEF__,+,1,1.345377
parson,NN,__UNDEF__,+,1,1.345377
attribute,VB,__UNDEF__,+,1,1.345377
Almost,RB,__UNDEF__,+,1,1.345377
MARIA_THERESA,NP,__UNDEF__,+,1,1.345377
salsify,VB,__UNDEF__,+,1,1.345377
unchanged,JJ,__UNDEF__,+,1,1.345377
UDDEVALLA,NP,__UNDEF__,+,1,1.345377
adapting,VBG,__UNDEF__,+,1,1.345377
Donald_Duck_Gang,NP,__UNDEF__,+,1,1.345377
buddies.,__UNDEF__,__UNDEF__,+,1,1.345377
"rings,",__UNDEF__,__UNDEF__,+,1,1.345377
lodged,VBN,__UNDEF__,+,1,1.345377
Stigand,NP,__UNDEF__,+,1,1.345377
urine,NN,__UNDEF__,+,1,1.345377
casts,__UNDEF__,__UNDEF__,+,1,1.345377
grouse-game,NN,__UNDEF__,+,1,1.345377
OF_THE_WOMEN_IN_SWEDEN_HAVE_BEEN_SUBJECTED_TO_VIOLENCE_BY_A_MAN,NP,__UNDEF__,+,1,1.345377
EDWARD_BEAR,NP,__UNDEF__,+,1,1.345377
naively,RB,__UNDEF__,+,1,1.345377
'Mix,__UNDEF__,__UNDEF__,+,1,1.345377
drift,NN,__UNDEF__,+,1,1.345377
THE_LASER_MAN,NP,__UNDEF__,+,1,1.345377
conscience-stricken,VBN,__UNDEF__,+,1,1.345377
vote,NN,__UNDEF__,+,1,1.345377
petrification,NN,__UNDEF__,+,1,1.345377
"MONDAY_,_JULY_19_,_1943",W,__UNDEF__,+,1,1.345377
bounded,VBN,__UNDEF__,+,1,1.345377
schoolwork,__UNDEF__,__UNDEF__,+,1,1.345377
Tracks,VBZ,__UNDEF__,+,1,1.345377
lashing,NN,__UNDEF__,+,1,1.345377
mustard-machine,NN,__UNDEF__,+,1,1.345377
parting,VBG,__UNDEF__,+,1,1.345377
metaphors,NNS,__UNDEF__,+,1,1.345377
understockings,NNS,__UNDEF__,+,1,1.345377
ordered.,__UNDEF__,__UNDEF__,+,1,1.345377
boat,__UNDEF__,__UNDEF__,+,1,1.345377
summer-house,NN,__UNDEF__,+,1,1.345377
BUTTEREDTOAST,NP,__UNDEF__,+,1,1.345377
Galion,NN,__UNDEF__,+,1,1.345377
"landing,",__UNDEF__,__UNDEF__,+,1,1.345377
P,NP,__UNDEF__,+,1,1.345377
RIGHT,NP,__UNDEF__,+,1,1.345377
stiff-kneed,NN,__UNDEF__,+,1,1.345377
Roof!',__UNDEF__,__UNDEF__,+,1,1.345377
rap,NN,__UNDEF__,+,1,1.345377
beech-groves,NNS,__UNDEF__,+,1,1.345377
snacks,NNS,__UNDEF__,+,1,1.345377
painter,__UNDEF__,__UNDEF__,+,1,1.345377
skip,NN,__UNDEF__,+,1,1.345377
overtaking,VBG,__UNDEF__,+,1,1.345377
"""Assar",__UNDEF__,__UNDEF__,+,1,1.345377
cast-up,NN,__UNDEF__,+,1,1.345377
form,__UNDEF__,__UNDEF__,+,1,1.345377
"funny.""",__UNDEF__,__UNDEF__,+,1,1.345377
greened,VBN,__UNDEF__,+,1,1.345377
unhappy,__UNDEF__,__UNDEF__,+,1,1.345377
yeast,__UNDEF__,__UNDEF__,+,1,1.345377
sterilizing,VBG,__UNDEF__,+,1,1.345377
mornings,__UNDEF__,__UNDEF__,+,1,1.345377
respected,__UNDEF__,__UNDEF__,+,1,1.345377
Wobbly,NP,__UNDEF__,+,1,1.345377
points,VBZ,__UNDEF__,+,1,1.345377
stubble-field,NN,__UNDEF__,+,1,1.345377
puzzle,__UNDEF__,__UNDEF__,+,1,1.345377
Upplandsgatan,NP,__UNDEF__,+,1,1.345377
beads,NNS,__UNDEF__,+,1,1.345377
"MONDAY_,_AUGUST_9_,_1943",W,__UNDEF__,+,1,1.345377
knowing,__UNDEF__,__UNDEF__,+,1,1.345377
"building,",__UNDEF__,__UNDEF__,+,1,1.345377
foundries,NNS,__UNDEF__,+,1,1.345377
fogs,VBZ,__UNDEF__,+,1,1.345377
Remove_Stiffness,NP,__UNDEF__,+,1,1.345377
"or,",__UNDEF__,__UNDEF__,+,1,1.345377
exacted,VBD,__UNDEF__,+,1,1.345377
devout,JJ,__UNDEF__,+,1,1.345377
self-reproaches,NNS,__UNDEF__,+,1,1.345377
"perishable,",__UNDEF__,__UNDEF__,+,1,1.345377
Seven.,__UNDEF__,__UNDEF__,+,1,1.345377
marvel,NN,__UNDEF__,+,1,1.345377
patrolling,VBG,__UNDEF__,+,1,1.345377
foreboding,VBG,__UNDEF__,+,1,1.345377
"assistants,",__UNDEF__,__UNDEF__,+,1,1.345377
Hunting,NP,__UNDEF__,+,1,1.345377
shuffle,NN,__UNDEF__,+,1,1.345377
grip,__UNDEF__,__UNDEF__,+,1,1.345377
goblin-cities,NNS,__UNDEF__,+,1,1.345377
hassle,NN,__UNDEF__,+,1,1.345377
workingmens,NNS,__UNDEF__,+,1,1.345377
currants,NNS,__UNDEF__,+,1,1.345377
Moderate_Students_Association,NP,__UNDEF__,+,1,1.345377
Messrs._Grubb,NP,__UNDEF__,+,1,1.345377
unrespectable,JJ,__UNDEF__,+,1,1.345377
fleshy,__UNDEF__,__UNDEF__,+,1,1.345377
whiles,VBZ,__UNDEF__,+,1,1.345377
rascal,NN,__UNDEF__,+,1,1.345377
enclosed,VBD,__UNDEF__,+,1,1.345377
charities,NNS,__UNDEF__,+,1,1.345377
canter,VB,__UNDEF__,+,1,1.345377
"five,",__UNDEF__,__UNDEF__,+,1,1.345377
perchance,RB,__UNDEF__,+,1,1.345377
all-round,NN,__UNDEF__,+,1,1.345377
Torp,NP,__UNDEF__,+,1,1.345377
"scary,",__UNDEF__,__UNDEF__,+,1,1.345377
twenty-five_square_metres,Zu,__UNDEF__,+,1,1.345377
"kitsch,",__UNDEF__,__UNDEF__,+,1,1.345377
photographs.,__UNDEF__,__UNDEF__,+,1,1.345377
Land_Beyond,NP,__UNDEF__,+,1,1.345377
egg-filled,VBN,__UNDEF__,+,1,1.345377
denounced,VBD,__UNDEF__,+,1,1.345377
'Who,__UNDEF__,__UNDEF__,+,1,1.345377
SENDING_OUT,NP,__UNDEF__,+,1,1.345377
dislodged,VBD,__UNDEF__,+,1,1.345377
1.30,Z,__UNDEF__,+,1,1.345377
point,VBP,__UNDEF__,+,1,1.345377
seek,__UNDEF__,__UNDEF__,+,1,1.345377
debited,VBN,__UNDEF__,+,1,1.345377
adequate,JJ,__UNDEF__,+,1,1.345377
Windows,NNS,__UNDEF__,+,1,1.345377
THE_EAGLE_IN_THE_MOUNTAIN_GLEN,NP,__UNDEF__,+,1,1.345377
harem,NN,__UNDEF__,+,1,1.345377
clarinets,NNS,__UNDEF__,+,1,1.345377
dawns,VBZ,__UNDEF__,+,1,1.345377
GYPSIES,NP,__UNDEF__,+,1,1.345377
HEAD_SEPARATED_FROM_THE_FAT,NP,__UNDEF__,+,1,1.345377
stumpy,__UNDEF__,__UNDEF__,+,1,1.345377
varieties,NNS,__UNDEF__,+,1,1.345377
impudent,JJ,__UNDEF__,+,1,1.345377
MY_LAD,NP,__UNDEF__,+,1,1.345377
map,VBP,__UNDEF__,+,1,1.345377
slackening,VBG,__UNDEF__,+,1,1.345377
complained,__UNDEF__,__UNDEF__,+,1,1.345377
skein,NN,__UNDEF__,+,1,1.345377
lubricant,JJ,__UNDEF__,+,1,1.345377
watches,VBZ,__UNDEF__,+,1,1.345377
dentist,__UNDEF__,__UNDEF__,+,1,1.345377
Right_Foot,NP,__UNDEF__,+,1,1.345377
deceiving,VBG,__UNDEF__,+,1,1.345377
antipathies,NNS,__UNDEF__,+,1,1.345377
ABER_NATÜRLICH,NP,__UNDEF__,+,1,1.345377
glinted,VBN,__UNDEF__,+,1,1.345377
impractical,JJ,__UNDEF__,+,1,1.345377
According,__UNDEF__,__UNDEF__,+,1,1.345377
Catholicism,NP,__UNDEF__,+,1,1.345377
HARRIET_ULRIKA_VANGER,NP,__UNDEF__,+,1,1.345377
Big_People,NP,__UNDEF__,+,1,1.345377
Scuse,NP,__UNDEF__,+,1,1.345377
Hageman,NP,__UNDEF__,+,1,1.345377
harriet.vanger@vangerindustries,NNS,__UNDEF__,+,1,1.345377
thoughtless,JJ,__UNDEF__,+,1,1.345377
Foolish,NP,__UNDEF__,+,1,1.345377
dales,NNS,__UNDEF__,+,1,1.345377
Cilia,NNS,__UNDEF__,+,1,1.345377
secretaries,NNS,__UNDEF__,+,1,1.345377
ails,VBZ,__UNDEF__,+,1,1.345377
transmits,VBZ,__UNDEF__,+,1,1.345377
heather-like,JJ,__UNDEF__,+,1,1.345377
fumbling,VBG,__UNDEF__,+,1,1.345377
inaudible,JJ,__UNDEF__,+,1,1.345377
Trespassers,NNS,__UNDEF__,+,1,1.345377
sequential,JJ,__UNDEF__,+,1,1.345377
fire-place,NN,__UNDEF__,+,1,1.345377
threaded,VBN,__UNDEF__,+,1,1.345377
breaks,VBZ,__UNDEF__,+,1,1.345377
numbskulls,NNS,__UNDEF__,+,1,1.345377
solidarity,NN,__UNDEF__,+,1,1.345377
ice-drifts,NNS,__UNDEF__,+,1,1.345377
middle-income,NN,__UNDEF__,+,1,1.345377
bullied,VBN,__UNDEF__,+,1,1.345377
thanks,__UNDEF__,__UNDEF__,+,1,1.345377
Best,JJS,__UNDEF__,+,1,1.345377
WHAT_A_REVOLTINGLY_SICK_FAMILY,NP,__UNDEF__,+,1,1.345377
antagonism,NN,__UNDEF__,+,1,1.345377
knees,__UNDEF__,__UNDEF__,+,1,1.345377
German_Jews,NP,__UNDEF__,+,1,1.345377
"memory,""",__UNDEF__,__UNDEF__,+,1,1.345377
Cowed,VBN,__UNDEF__,+,1,1.345377
Other_Dispossessed_Persons,NP,__UNDEF__,+,1,1.345377
Good_Song,NP,__UNDEF__,+,1,1.345377
SPECIAL,NP,__UNDEF__,+,1,1.345377
